FechaEncuesta,Educacion,Salario,Hobby,Pais,StackOverflowJobsRecommend,VersionControl,Edad,AniosExper,Genero,SalarioPlano
9/21/2018 6:16,Some college/university study without earning a degree,8640,Yes,Russia,7,Git,54,12,,"8,640.00"
7/6/2018 5:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Git;Team Foundation Version Control,48,10,Male,
2/21/2018 10:11,Bachelor's degree (BA. BS. B.Eng.. etc.),83342,Yes,Sweeden,8,Git,43,12,Male,"83,342.00"
1/5/2018 17:02,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),6612,Yes,USA,,I don't use version control,18,5,,"$6,612.00 "
8/19/2018 13:45,Master's degree (MA. MS. M.Eng.. MBA. etc.),12000,Yes,South Africa,,Git;Team Foundation Version Control,58,14,Male,"12,000.00"
6/17/2018 7:19,Some college/university study without earning a degree,102000,Yes,USA,5,Team Foundation Version Control,37,1,Male,"$102,000.00 "
2/19/2018 21:02,Bachelor's degree (BA. BS. B.Eng.. etc.),122300,Yes,Sweeden,10,Git,35,7,Male,"122,300.00"
9/7/2018 0:47,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Subversion,18,14,,
1/11/2018 19:39,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git;Subversion;Zip file back-ups,23,13,Male,
3/21/2018 3:32,Bachelor's degree (BA. BS. B.Eng.. etc.),68500,Yes,France,2,Git,28,19,Male,"68,500.00"
6/15/2018 0:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),36720,Yes,India,,Git,48,6,,"36,720.00"
7/12/2018 16:22,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),75000,Yes,Sweeden,,Git,50,5,Male,"75,000.00"
2/14/2018 18:33,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,10,Team Foundation Version Control,30,5,,
8/16/2018 11:51,Some college/university study without earning a degree,75008,Yes,USA,,Git;Subversion,23,11,,"$75,008.00 "
5/30/2018 19:38,Bachelor's degree (BA. BS. B.Eng.. etc.),42348,Yes,India,1,Git,44,10,Female,"42,348.00"
5/24/2018 4:46,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),58134,Yes,South Africa,5,Git;Subversion,24,1,Male,"58,134.00"
1/22/2018 1:34,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Team Foundation Version Control,43,9,,
8/10/2018 20:14,Bachelor's degree (BA. BS. B.Eng.. etc.),34440,No,USA,10,Git,40,7,,"$34,440.00 "
7/4/2018 12:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),14436,Yes,India,6,Git;Mercurial,40,12,Male,"14,436.00"
9/6/2018 8:15,Professional degree (JD. MD. etc.),21228,Yes,USA,,Git;Subversion,34,14,,"$21,228.00 "
6/12/2018 5:47,Master's degree (MA. MS. M.Eng.. MBA. etc.),15984,No,South Africa,8,Git,51,14,Male,"15,984.00"
7/2/2018 3:45,Bachelor's degree (BA. BS. B.Eng.. etc.),94000,Yes,Spain,6,Git,35,19,Male,"94,000.00"
8/24/2018 14:46,Bachelor's degree (BA. BS. B.Eng.. etc.),120000,Yes,France,,Git,36,1,Male,"120,000.00"
7/2/2018 9:44,Bachelor's degree (BA. BS. B.Eng.. etc.),31760,Yes,Russia,3,Git,51,0,Male,"31,760.00"
2/4/2018 20:52,Bachelor's degree (BA. BS. B.Eng.. etc.),5424,No,South Africa,,Git,38,13,Male,"5,424.00"
1/22/2018 15:10,Some college/university study without earning a degree,170000,Yes,Russia,10,Git,20,19,Male,"170,000.00"
3/15/2018 4:06,Bachelor's degree (BA. BS. B.Eng.. etc.),63979,Yes,USA,6,Git;Subversion,30,9,Male,"$63,979.00 "
3/28/2018 7:34,Some college/university study without earning a degree,7500,Yes,India,,Git;Copying and pasting files to network shares,40,18,Male,"7,500.00"
4/6/2018 1:07,Master's degree (MA. MS. M.Eng.. MBA. etc.),12000,Yes,Sweeden,,Git;Copying and pasting files to network shares,32,12,Male,"12,000.00"
8/16/2018 22:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,7,Git,36,0,Male,
8/29/2018 21:38,Professional degree (JD. MD. etc.),,Yes,South Africa,3,Git,40,7,Female,
10/12/2018 7:35,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,10,Git,37,13,Male,
10/20/2018 6:41,Bachelor's degree (BA. BS. B.Eng.. etc.),46200,Yes,USA,8,Git;Subversion;Team Foundation Version Control,30,17,,"$46,200.00 "
3/1/2018 10:33,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git,18,15,,
1/11/2018 10:08,Master's degree (MA. MS. M.Eng.. MBA. etc.),3756,Yes,USA,10,Git;Copying and pasting files to network shares;Zip file back-ups,36,7,Male,"$3,756.00 "
1/15/2018 5:52,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,30,14,Male,
2/28/2018 8:07,Bachelor's degree (BA. BS. B.Eng.. etc.),76397,Yes,UK,8,Git;Team Foundation Version Control,36,15,,"£76,397.00"
2/23/2018 14:47,Bachelor's degree (BA. BS. B.Eng.. etc.),139154,Yes,India,5,Git,47,13,Male,"139,154.00"
7/12/2018 21:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),101663,Yes,South Africa,5,Git;Subversion,19,12,Male,"101,663.00"
1/29/2018 0:52,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),11412,Yes,Spain,,Git;Copying and pasting files to network shares,18,10,Male,"11,412.00"
7/7/2018 7:57,Bachelor's degree (BA. BS. B.Eng.. etc.),60000,Yes,France,,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,34,8,,"60,000.00"
5/9/2018 17:12,Master's degree (MA. MS. M.Eng.. MBA. etc.),52015,No,USA,,Git,31,14,Male,"$52,015.00 "
5/10/2018 4:28,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,33,16,Female,
7/12/2018 17:42,Bachelor's degree (BA. BS. B.Eng.. etc.),52872,Yes,USA,0,Git,35,14,Male,"$52,872.00 "
6/29/2018 21:10,Some college/university study without earning a degree,,Yes,UK,6,Git,48,13,Female,
7/24/2018 10:07,Master's degree (MA. MS. M.Eng.. MBA. etc.),125123,Yes,Spain,,Git;Mercurial,34,15,Male,"125,123.00"
2/16/2018 21:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,26,14,,
4/20/2018 16:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),4416,Yes,Spain,,Git;Subversion;Copying and pasting files to network shares,43,2,Male,"4,416.00"
1/7/2018 20:10,Bachelor's degree (BA. BS. B.Eng.. etc.),38893,Yes,Sweeden,5,Git;Subversion,43,8,Male,"38,893.00"
8/14/2018 5:33,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git,64,7,,
7/19/2018 5:47,Bachelor's degree (BA. BS. B.Eng.. etc.),4692,Yes,South Africa,2,Git,27,10,Male,"4,692.00"
5/16/2018 11:14,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,Git,18,11,,
2/17/2018 7:12,Bachelor's degree (BA. BS. B.Eng.. etc.),1884,Yes,USA,10,Git;Subversion,33,14,,"$1,884.00 "
9/7/2018 6:47,Some college/university study without earning a degree,4128,Yes,India,,Copying and pasting files to network shares;Zip file back-ups,52,15,Male,"4,128.00"
10/2/2018 16:53,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),23208,No,South Africa,3,Git,48,13,Male,"23,208.00"
5/16/2018 0:35,Bachelor's degree (BA. BS. B.Eng.. etc.),100000,Yes,Russia,,Git;Team Foundation Version Control,31,12,Male,"100,000.00"
5/16/2018 17:04,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),33045,Yes,UK,,Subversion,18,18,,"£33,045.00"
6/25/2018 2:07,Bachelor's degree (BA. BS. B.Eng.. etc.),12132,No,UK,,Git;Subversion,48,11,Male,"£12,132.00"
4/26/2018 21:29,Some college/university study without earning a degree,,Yes,Spain,,Subversion,39,13,Male,
1/15/2018 8:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),115000,Yes,South Africa,8,Git,44,4,,"115,000.00"
2/9/2018 12:34,Professional degree (JD. MD. etc.),45876,Yes,Spain,10,Git,21,19,,"45,876.00"
8/12/2018 7:00,Professional degree (JD. MD. etc.),,Yes,Spain,,Git,44,0,Male,
7/25/2018 16:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,5,Git,31,14,,
9/24/2018 4:30,Professional degree (JD. MD. etc.),15600,Yes,Spain,2,Git;Subversion,18,18,,"15,600.00"
7/10/2018 23:28,Professional degree (JD. MD. etc.),29724,Yes,South Africa,8,Git,44,27,,"29,724.00"
3/7/2018 8:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),41276,Yes,South Africa,,Mercurial,25,8,,"41,276.00"
3/19/2018 16:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),17628,Yes,UK,,Git;Copying and pasting files to network shares;Zip file back-ups,28,8,,"£17,628.00"
6/22/2018 22:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),36716,Yes,France,,Git,35,13,Female,"36,716.00"
8/3/2018 7:06,Some college/university study without earning a degree,200000,Yes,South Africa,10,Git,18,20,Male,"200,000.00"
8/12/2018 16:09,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,USA,7,Copying and pasting files to network shares;Zip file back-ups,47,21,Male,
7/22/2018 3:10,Bachelor's degree (BA. BS. B.Eng.. etc.),10476,Yes,UK,5,Git;Subversion,57,19,Male,"£10,476.00"
3/5/2018 12:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,Git,41,6,Male,
6/3/2018 19:17,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,37,7,Male,
4/26/2018 12:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,43,15,Male,
2/25/2018 8:56,Bachelor's degree (BA. BS. B.Eng.. etc.),42672,No,USA,5,Team Foundation Version Control,29,9,Male,"$42,672.00 "
7/31/2018 9:56,Some college/university study without earning a degree,23614,Yes,India,7,Git;Team Foundation Version Control,46,15,Male,"23,614.00"
2/1/2018 11:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,8,Git,18,14,Male,
1/16/2018 19:10,Master's degree (MA. MS. M.Eng.. MBA. etc.),58752,Yes,Russia,7,Git,18,11,Male,"58,752.00"
2/17/2018 3:11,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),38184,Yes,India,,Git;Copying and pasting files to network shares,32,10,Male,"38,184.00"
10/2/2018 4:29,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Git,18,8,Male,
2/10/2018 19:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),64620,Yes,India,,Team Foundation Version Control,21,15,Male,"64,620.00"
10/19/2018 2:56,Master's degree (MA. MS. M.Eng.. MBA. etc.),960000,Yes,USA,10,Git;Subversion;Team Foundation Version Control,34,9,,"$960,000.00 "
6/7/2018 22:02,Bachelor's degree (BA. BS. B.Eng.. etc.),3000,Yes,Spain,,Git,30,5,,"3,000.00"
3/13/2018 11:40,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,6,Git,18,7,,
3/17/2018 17:13,Bachelor's degree (BA. BS. B.Eng.. etc.),39768,No,Spain,,Git,43,15,Male,"39,768.00"
7/30/2018 21:12,Professional degree (JD. MD. etc.),22030,Yes,Russia,9,Git,39,8,Male,"22,030.00"
2/18/2018 20:52,Bachelor's degree (BA. BS. B.Eng.. etc.),120000,Yes,Russia,5,Git,55,15,,"120,000.00"
4/27/2018 22:38,Some college/university study without earning a degree,,Yes,Sweeden,,Git,18,0,Male,
1/4/2018 22:07,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,Spain,6,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,36,12,Male,
8/2/2018 9:32,Bachelor's degree (BA. BS. B.Eng.. etc.),57000,Yes,USA,5,Git,25,9,Male,"$57,000.00 "
7/2/2018 1:01,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,10,Git,55,8,Male,
4/11/2018 8:40,Some college/university study without earning a degree,,Yes,Sweeden,,Git;Copying and pasting files to network shares;Zip file back-ups,35,15,Male,
4/4/2018 23:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Russia,8,Git;Subversion,30,4,Male,
10/16/2018 1:48,Bachelor's degree (BA. BS. B.Eng.. etc.),14089,No,Sweeden,4,Subversion,46,9,,"14,089.00"
8/1/2018 7:30,Bachelor's degree (BA. BS. B.Eng.. etc.),4332,No,France,10,Git;Team Foundation Version Control,73,7,Male,"4,332.00"
3/5/2018 11:35,Bachelor's degree (BA. BS. B.Eng.. etc.),85000,Yes,India,,Git;Team Foundation Version Control,62,10,,"85,000.00"
5/24/2018 11:00,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,5,Subversion,42,7,,
7/21/2018 2:39,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,USA,,Git,48,14,Male,
6/11/2018 13:25,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),92000,Yes,South Africa,,Git;Subversion;Team Foundation Version Control,28,19,,"92,000.00"
5/11/2018 11:46,Bachelor's degree (BA. BS. B.Eng.. etc.),140000,Yes,Spain,,Git;Subversion;Zip file back-ups,48,5,Male,"140,000.00"
2/1/2018 19:13,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,,Git,18,5,,
10/1/2018 5:54,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,7,Git,42,13,Male,
3/17/2018 10:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git;Team Foundation Version Control,52,11,Male,
5/14/2018 7:19,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,9,Subversion,56,3,Male,
1/15/2018 19:55,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,44,10,,
7/30/2018 19:32,Professional degree (JD. MD. etc.),,Yes,France,7,Git,54,4,Male,
6/7/2018 11:50,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,France,,Git;Subversion,45,8,Male,
6/6/2018 11:09,Master's degree (MA. MS. M.Eng.. MBA. etc.),61194,Yes,Sweeden,,Subversion,26,23,,"61,194.00"
10/10/2018 13:57,Bachelor's degree (BA. BS. B.Eng.. etc.),105000,Yes,India,7,Git,35,8,,"105,000.00"
2/14/2018 8:50,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,France,,Git;Zip file back-ups,52,13,,
1/9/2018 1:24,Bachelor's degree (BA. BS. B.Eng.. etc.),75880,Yes,Sweeden,7,Git,33,15,Male,"75,880.00"
9/14/2018 12:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),95462,Yes,South Africa,5,Git,43,13,Male,"95,462.00"
1/6/2018 6:56,Some college/university study without earning a degree,42156,No,Russia,8,Git,20,8,Female,"42,156.00"
8/25/2018 7:27,Associate degree,,Yes,South Africa,,Git,25,13,Male,
4/30/2018 16:32,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git;Subversion,21,12,Male,
4/9/2018 21:40,Bachelor's degree (BA. BS. B.Eng.. etc.),4680,Yes,Spain,,Git,38,13,Male,"4,680.00"
7/12/2018 13:14,Some college/university study without earning a degree,28988,Yes,Sweeden,10,Git,31,5,,"28,988.00"
9/17/2018 18:53,Some college/university study without earning a degree,84448,Yes,France,,Git,37,12,Male,"84,448.00"
9/1/2018 11:41,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),6612,Yes,USA,,Git,41,12,Male,"$6,612.00 "
9/30/2018 19:53,Bachelor's degree (BA. BS. B.Eng.. etc.),2400,Yes,France,5,Git,71,8,,"2,400.00"
9/19/2018 5:37,Some college/university study without earning a degree,38893,No,India,2,Git;Subversion;Copying and pasting files to network shares,54,7,Male,"38,893.00"
10/8/2018 21:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git,44,8,Female,
7/2/2018 9:32,Some college/university study without earning a degree,37428,Yes,France,,Git,55,11,,"37,428.00"
2/10/2018 4:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),20172,Yes,Russia,,Git;Subversion,30,6,Male,"20,172.00"
5/7/2018 19:10,Associate degree,,Yes,France,,Git,31,7,Male,
2/2/2018 10:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),85671,No,France,5,Git,48,13,,"85,671.00"
1/24/2018 22:59,Some college/university study without earning a degree,37000,Yes,Sweeden,7,Git;Mercurial,20,12,Transgender,"37,000.00"
9/18/2018 8:51,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,Spain,,Git;Zip file back-ups,34,2,Male,
1/31/2018 12:15,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,10,Team Foundation Version Control,44,11,,
2/18/2018 11:33,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),12708,Yes,South Africa,8,Git,44,7,Male,"12,708.00"
1/30/2018 22:47,Some college/university study without earning a degree,9360,No,India,10,Git,48,1,,"9,360.00"
1/30/2018 13:37,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),7200,Yes,South Africa,7,Git;Zip file back-ups,21,7,Male,"7,200.00"
2/28/2018 3:42,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Git,62,9,Male,
9/26/2018 22:42,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,USA,,Git,43,0,Male,
1/2/2018 12:53,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,7,Git,18,4,Male,
10/4/2018 12:20,Bachelor's degree (BA. BS. B.Eng.. etc.),13848,No,UK,8,Git;Team Foundation Version Control,18,10,Male,"£13,848.00"
4/26/2018 23:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git;Zip file back-ups,26,15,Male,
3/29/2018 3:53,Bachelor's degree (BA. BS. B.Eng.. etc.),48616,Yes,France,,Git,35,10,Male,"48,616.00"
1/18/2018 16:12,Master's degree (MA. MS. M.Eng.. MBA. etc.),55075,Yes,UK,6,Git,39,12,Male,"£55,075.00"
10/10/2018 12:47,Some college/university study without earning a degree,,Yes,Spain,6,Git,56,15,Male,
7/14/2018 15:58,Master's degree (MA. MS. M.Eng.. MBA. etc.),140800,Yes,Sweeden,8,Git,18,17,Male,"140,800.00"
4/9/2018 17:55,Bachelor's degree (BA. BS. B.Eng.. etc.),41157,Yes,India,3,Git,35,13,Male,"41,157.00"
10/5/2018 15:31,Bachelor's degree (BA. BS. B.Eng.. etc.),69000,Yes,Russia,,Git,24,15,Male,"69,000.00"
5/22/2018 0:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),95000,Yes,Sweeden,10,Git,29,20,Male,"95,000.00"
1/3/2018 7:51,Some college/university study without earning a degree,78000,Yes,India,10,Git,55,6,Male,"78,000.00"
1/5/2018 15:26,Bachelor's degree (BA. BS. B.Eng.. etc.),69452,No,India,10,Git,43,10,,"69,452.00"
6/7/2018 4:02,Bachelor's degree (BA. BS. B.Eng.. etc.),45838,Yes,India,5,Git;Copying and pasting files to network shares,28,11,Male,"45,838.00"
6/2/2018 2:21,Bachelor's degree (BA. BS. B.Eng.. etc.),4884,Yes,Sweeden,,Zip file back-ups,36,16,,"4,884.00"
1/27/2018 7:42,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Russia,,Git,18,19,Male,
3/15/2018 5:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,37,13,,
5/27/2018 11:21,Bachelor's degree (BA. BS. B.Eng.. etc.),130000,Yes,Spain,10,Git,58,15,Male,"130,000.00"
8/22/2018 12:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,10,Git;Team Foundation Version Control,64,16,Female,
9/1/2018 22:00,Bachelor's degree (BA. BS. B.Eng.. etc.),10920,Yes,UK,,Git,18,17,Male,"£10,920.00"
8/12/2018 22:31,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git,34,18,,
10/25/2018 1:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Russia,,Git,39,18,,
9/29/2018 4:10,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Sweeden,9,Mercurial,40,14,Male,
9/27/2018 19:54,Professional degree (JD. MD. etc.),15922,Yes,USA,,Git;Mercurial,35,18,Male,"$15,922.00 "
4/4/2018 4:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Subversion,40,13,,
6/24/2018 19:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),85572,Yes,Sweeden,,Git,39,8,Male,"85,572.00"
5/30/2018 5:46,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git;Subversion,23,18,Male,
4/5/2018 23:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,France,,Git,25,6,Male,
5/1/2018 3:19,Bachelor's degree (BA. BS. B.Eng.. etc.),65000,Yes,South Africa,10,Git;Team Foundation Version Control,20,13,Male,"65,000.00"
9/18/2018 2:18,Associate degree,37152,Yes,India,,Git;Copying and pasting files to network shares;Zip file back-ups,50,14,Female,"37,152.00"
3/27/2018 11:27,Some college/university study without earning a degree,17628,Yes,Spain,10,Git,24,7,Male,"17,628.00"
9/4/2018 10:14,Some college/university study without earning a degree,,Yes,UK,,Git,27,9,,
4/13/2018 3:59,Bachelor's degree (BA. BS. B.Eng.. etc.),95000,Yes,France,8,Git,18,17,Male,"95,000.00"
8/29/2018 19:14,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),59172,Yes,Russia,,Git,47,13,Male,"59,172.00"
2/4/2018 9:01,Master's degree (MA. MS. M.Eng.. MBA. etc.),112000,Yes,South Africa,,Git;Subversion,18,4,,"112,000.00"
3/24/2018 1:55,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),29200,Yes,USA,,Git,69,8,,"$29,200.00 "
1/25/2018 15:25,Some college/university study without earning a degree,15000,Yes,France,,Git,54,10,Female,"15,000.00"
2/28/2018 17:20,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,21,17,Male,
9/3/2018 11:12,Some college/university study without earning a degree,110000,Yes,India,10,Git;Team Foundation Version Control,50,7,Male,"110,000.00"
8/1/2018 14:00,Some college/university study without earning a degree,500052,No,UK,,Git;Team Foundation Version Control,52,5,Male,"£500,052.00"
8/18/2018 19:55,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,10,Git,41,5,Male,
9/26/2018 5:41,Associate degree,,Yes,USA,9,Git,44,10,Male,
3/14/2018 15:32,Master's degree (MA. MS. M.Eng.. MBA. etc.),28958,Yes,Russia,0,Git;Subversion;Team Foundation Version Control,29,9,,"28,958.00"
9/14/2018 23:28,Master's degree (MA. MS. M.Eng.. MBA. etc.),23172,No,France,,Git,38,11,,"23,172.00"
6/29/2018 21:13,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,8,Git,18,15,,
3/24/2018 14:25,Some college/university study without earning a degree,10000,Yes,Spain,,Git,30,15,Male,"10,000.00"
3/22/2018 6:42,Some college/university study without earning a degree,43500,Yes,France,,Git,35,10,Male,"43,500.00"
2/14/2018 9:58,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),20857,Yes,Sweeden,,I don't use version control,43,10,,"20,857.00"
2/22/2018 18:53,Bachelor's degree (BA. BS. B.Eng.. etc.),36468,Yes,UK,,Git,27,12,,"£36,468.00"
2/8/2018 23:50,Bachelor's degree (BA. BS. B.Eng.. etc.),65000,No,Russia,,Team Foundation Version Control,47,8,Male,"65,000.00"
1/28/2018 6:22,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,Russia,,Git,18,8,Male,
4/30/2018 19:04,Bachelor's degree (BA. BS. B.Eng.. etc.),51403,Yes,France,7,Git;Subversion,30,9,Male,"51,403.00"
7/29/2018 7:35,Bachelor's degree (BA. BS. B.Eng.. etc.),67368,Yes,India,7,Git,44,16,Male,"67,368.00"
4/4/2018 13:58,Bachelor's degree (BA. BS. B.Eng.. etc.),97233,Yes,USA,,Git;Team Foundation Version Control,18,10,Male,"$97,233.00 "
6/5/2018 12:01,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Git;Subversion,35,2,,
7/3/2018 14:13,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,31,9,Male,
9/21/2018 20:06,Bachelor's degree (BA. BS. B.Eng.. etc.),1884,Yes,USA,,Git,38,11,Transgender,"$1,884.00 "
6/25/2018 4:28,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,France,,Git,54,9,Male,
5/2/2018 17:49,Bachelor's degree (BA. BS. B.Eng.. etc.),76397,Yes,UK,,Git;Mercurial,26,17,,"£76,397.00"
4/13/2018 13:21,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,South Africa,,Git;Zip file back-ups,75,8,,
2/6/2018 15:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion,19,12,,
4/2/2018 23:45,Professional degree (JD. MD. etc.),73433,Yes,Spain,10,Git,44,0,Male,"73,433.00"
3/17/2018 0:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,10,Git,43,13,,
9/27/2018 7:11,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,,Git,18,9,,
2/21/2018 23:43,Bachelor's degree (BA. BS. B.Eng.. etc.),60000,Yes,UK,,Git;Team Foundation Version Control,19,12,,"£60,000.00"
9/14/2018 18:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),88000,Yes,South Africa,10,Git,18,0,Male,"88,000.00"
7/18/2018 7:00,I never completed any formal education,,Yes,Russia,,Mercurial,34,12,Male,
7/8/2018 9:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),1056,No,France,7,Git,44,9,Male,"1,056.00"
6/19/2018 18:39,Some college/university study without earning a degree,240000,Yes,USA,6,Git;Mercurial,41,11,Male,"$240,000.00 "
3/3/2018 19:45,Master's degree (MA. MS. M.Eng.. MBA. etc.),160000,Yes,Sweeden,,Git;Subversion,41,9,,"160,000.00"
9/8/2018 6:39,Associate degree,,Yes,USA,,Git,37,13,,
4/1/2018 11:03,Bachelor's degree (BA. BS. B.Eng.. etc.),143000,Yes,USA,,Git,26,3,Male,"$143,000.00 "
7/15/2018 21:13,Bachelor's degree (BA. BS. B.Eng.. etc.),69452,Yes,South Africa,,Git,36,10,Male,"69,452.00"
3/25/2018 21:42,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),60000,Yes,South Africa,,Git;Team Foundation Version Control,41,4,Male,"60,000.00"
6/24/2018 15:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,USA,,Git,40,1,Male,
10/23/2018 1:00,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git;Subversion,27,9,,
6/10/2018 17:10,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,,Team Foundation Version Control;Copying and pasting files to network shares,18,3,,
7/30/2018 12:04,Some college/university study without earning a degree,130000,Yes,Russia,,Git;Subversion,30,14,Male,"130,000.00"
9/23/2018 9:32,Bachelor's degree (BA. BS. B.Eng.. etc.),130000,Yes,Russia,,Team Foundation Version Control,37,6,Male,"130,000.00"
9/17/2018 3:05,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,26,8,,
5/2/2018 1:48,Associate degree,,Yes,India,,Git,37,17,,
